year,date,saros,type,ge_sun_alt,ge_lat,ge_lon,sunset_min_alt,sunset_max_dur_s,sunset_entry_lat,sunset_entry_lon,sunset_end_lat,sunset_end_lon,sunrise_min_alt,sunrise_max_dur_s,sunrise_entry_lat,sunrise_entry_lon,sunrise_end_lat,sunrise_end_lon
-949,-949-01-17,45,T,61.1,5.63,132.27,1.8,99.5,34.94,178.62,37.91,-175.23,4.2,104.4,10.02,87.83,12.54,81.53
-947,-947-05-22,32,T,53.3,54.05,94.40,4.9,202.3,47.42,-178.74,45.87,-174.04,1.1,207.7,29.39,37.59,25.56,27.54
-946,-946-05-12,42,T,81.2,6.67,-138.06,4.0,138.2,7.04,-87.17,4.95,-78.94,3.8,129.7,-17.51,173.43,-19.94,165.96
-940,-940-01-08,26,T,27.3,39.19,155.41,3.2,49.9,50.32,-170.26,51.44,-168.14,3.9,45.6,53.22,119.94,53.22,119.94
-939,-939-06-22,41,Tm,83.0,16.49,-110.27,2.6,139.5,7.56,-57.74,3.75,-48.92,5.0,142.1,-10.70,-157.56,-13.80,-163.74
-938,-938-06-11,51,T,51.5,58.72,-16.93,4.9,192.1,51.30,87.63,50.17,90.27,2.5,201.5,27.28,-68.61,23.22,-76.79
-936,-936-10-14,38,T,68.8,13.40,-44.52,5.3,96.0,-8.19,-1.04,-8.14,6.39,3.7,90.0,48.37,-102.04,49.44,-109.02
-935,-935-10-04,48,T,71.4,-17.08,58.24,4.3,116.9,-47.89,121.28,-48.19,127.84,4.3,123.1,10.00,14.81,10.83,6.57
-933,-933-02-18,25,T,15.0,-66.64,-154.48,1.9,35.8,-52.98,-150.30,-49.21,-143.31,,,,,,
-932,-932-02-08,35,T,76.4,-30.63,-101.11,5.5,146.7,3.35,-55.45,5.89,-49.45,3.7,144.6,-36.66,-172.57,-34.53,-179.84
-931,-931-01-27,45,T,62.3,5.87,3.25,2.3,102.4,38.30,49.96,41.05,56.04,3.3,108.8,5.28,-40.87,8.04,-48.86
-929,-929-06-02,32,T,47.8,62.42,-17.43,4.1,194.0,48.59,74.81,46.67,79.53,3.2,198.1,37.65,-82.53,34.46,-89.79
-928,-928-05-22,42,Tm,85.7,14.01,110.93,0.4,125.6,8.88,164.01,5.31,174.96,2.4,120.4,-9.38,62.78,-12.87,53.56
-924,-924-03-09,44,T,69.1,-27.71,-12.17,3.7,22.9,-6.16,33.78,-4.36,42.83,4.9,24.0,-38.81,-76.90,-38.14,-83.56
-922,-922-01-18,26,T,25.2,42.50,22.11,3.7,48.0,56.48,56.93,56.48,56.93,3.7,48.3,51.54,-11.23,52.45,-13.11
-921,-921-07-03,41,T,78.9,12.75,138.13,0.7,145.0,-0.35,-171.91,-4.95,-161.75,1.3,146.0,-10.63,89.67,-14.83,80.95
-920,-920-06-22,51,T,56.6,56.05,-122.51,4.3,193.6,43.25,-33.24,41.16,-28.66,4.7,199.5,26.49,179.44,23.41,173.47
-918,-918-10-26,38,T,68.4,9.74,-177.62,4.1,95.8,-7.40,-132.84,-6.59,-124.71,2.4,89.3,46.13,128.43,47.86,120.80
-917,-917-10-15,48,T,72.0,-21.02,-73.37,1.4,102.8,-47.41,-4.35,-46.91,4.94,2.3,111.1,8.91,-115.61,10.79,-126.26
-914,-914-02-18,35,T,74.4,-28.88,135.80,4.8,161.8,4.79,179.34,7.53,-173.12,4.5,154.7,-41.24,62.11,-40.02,56.61
-913,-913-02-08,45,T,64.0,6.45,-123.55,3.5,106.0,41.08,-76.11,43.34,-70.58,2.3,113.3,0.77,-167.32,3.55,-177.20
-911,-911-06-13,32,T,41.7,70.67,-125.62,2.6,183.8,49.50,-30.84,47.04,-25.68,2.3,185.8,45.95,154.77,42.75,148.15
-910,-910-06-02,42,T,89.9,20.85,1.08,2.5,112.0,10.22,55.24,6.71,64.31,4.9,105.5,-1.49,-49.24,-4.16,-55.48
-906,-906-03-21,44,T,72.5,-20.22,-128.53,2.0,46.6,-0.82,-82.42,0.39,-71.82,5.1,47.8,-35.76,171.58,-35.63,165.15
-904,-904-01-30,26,T,21.8,47.38,-110.00,,,,,,,1.4,48.9,52.35,-141.63,54.35,-146.55
-903,-903-07-13,41,T,75.0,8.31,24.76,2.7,146.0,-8.56,73.39,-12.03,80.99,2.4,150.0,-10.19,-23.60,-13.81,-31.44
-902,-902-07-03,51,T,61.3,52.37,129.47,3.2,192.9,35.33,-153.57,32.28,-147.07,3.2,195.4,26.19,66.60,22.63,59.40
-900,-900-11-05,38,T,68.2,6.27,47.96,4.8,97.7,-6.02,93.37,-4.68,100.95,1.2,89.7,42.88,-3.19,45.36,-11.53
-899,-899-10-26,48,T,72.4,-25.14,154.03,2.3,92.1,-45.95,-133.25,-44.93,-125.40,4.1,97.9,7.08,111.36,9.22,103.23
-896,-896-02-29,35,T,72.0,-26.96,14.10,3.9,174.2,5.73,56.97,8.10,65.20,4.4,166.9,-45.84,-59.25,-44.96,-65.35
-895,-895-02-18,45,T,66.0,7.28,112.33,4.5,105.9,43.96,163.32,45.00,166.41,1.7,115.3,-3.34,68.13,-1.09,57.51
-893,-893-06-24,32,T,35.2,78.26,135.15,3.9,175.1,51.32,-138.66,49.28,-134.94,0.5,172.1,54.04,27.73,50.54,21.18
-892,-892-06-13,42,T,85.5,27.09,-107.52,3.1,96.0,10.95,-52.79,7.27,-44.39,5.5,90.0,6.83,-160.66,4.16,-166.54
-891,-891-11-26,57,Tn,1.8,67.19,-89.55,0.8,57.3,67.24,-86.14,67.54,-85.14,,,,,,
-888,-888-03-31,44,T,76.1,-12.52,115.83,0.7,69.9,4.02,162.79,4.38,174.77,4.4,72.3,-31.47,61.16,-31.95,53.02
-887,-887-03-21,54,T,17.0,-67.88,-64.56,1.5,172.7,-56.41,-39.86,-55.08,-31.07,,,,,,
-886,-886-02-09,26,T,16.7,54.22,117.76,,,,,,,0.8,50.1,55.21,91.02,57.35,84.20
-885,-885-07-25,41,T,71.3,3.44,-91.37,3.1,147.6,-16.08,-44.21,-19.41,-36.71,3.6,152.2,-9.81,-139.26,-12.76,-146.25
-884,-884-07-13,51,T,65.4,47.87,18.55,2.5,191.3,27.81,85.58,24.08,93.63,1.9,190.6,26.41,-47.15,22.48,-55.61
-882,-882-11-17,38,T,68.2,3.21,-87.04,3.4,100.1,-3.87,-40.61,-1.69,-32.26,5.1,94.9,38.24,-134.65,40.06,-139.22
-881,-881-11-06,48,T,72.6,-29.23,21.04,4.0,83.8,-43.75,95.89,-42.55,101.90,3.0,87.4,4.33,-22.32,7.19,-30.98
-878,-878-03-12,35,T,69.1,-25.20,-105.55,2.4,188.9,5.21,-63.99,7.38,-53.62,4.9,175.6,-49.93,-179.45,-49.68,176.93
-877,-877-03-01,45,T,68.5,8.36,-9.38,4.9,108.1,45.19,44.08,46.01,47.20,4.8,116.1,-7.15,-54.10,-6.21,-61.69
-876,-876-08-13,60,T,13.6,-52.06,109.51,,,,,,,0.9,96.2,-48.72,94.41,-50.59,85.76
-875,-875-07-04,32,T,27.5,82.96,70.10,3.4,163.6,53.46,115.03,51.45,118.31,2.4,155.6,60.70,-107.82,60.70,-107.82
-874,-874-06-24,42,T,81.1,32.45,144.54,3.3,78.1,11.08,-160.97,7.22,-152.84,5.1,72.0,14.99,87.02,12.16,80.89
-873,-873-12-07,57,Tn,4.3,63.53,125.29,0.6,66.0,66.20,135.37,66.20,135.37,,,,,,
-870,-870-04-11,44,T,80.1,-4.62,1.55,3.1,91.9,8.43,49.68,8.00,59.76,4.7,93.3,-26.06,-49.87,-27.11,-57.41
-869,-869-04-01,54,T,26.0,-58.02,157.83,3.7,195.8,-46.32,-168.59,-45.80,-161.36,,,,,,
-868,-868-02-20,26,T,6.1,65.69,-21.48,,,,,,,1.7,48.7,64.36,-31.68,65.01,-36.61
-867,-867-08-04,41,T,68.0,-1.84,150.22,0.8,145.4,-23.51,-162.76,-27.47,-153.00,3.2,153.6,-9.50,103.71,-12.57,95.33
-866,-866-07-25,51,T,69.2,42.75,-95.36,4.5,186.7,20.45,-35.51,17.50,-28.92,2.5,184.9,27.02,-161.89,23.51,-170.19
-864,-864-11-27,38,T,68.2,0.72,137.68,4.0,104.9,-1.18,-175.72,1.40,-167.88,3.4,97.5,34.19,90.13,36.52,84.84
-863,-863-11-17,48,T,72.6,-33.08,-112.07,2.7,77.8,-41.08,-36.98,-38.74,-28.59,3.4,79.3,0.73,-156.59,3.98,-164.77
-860,-860-03-22,35,T,65.8,-23.69,136.22,5.1,200.6,3.83,177.59,4.91,-175.01,5.2,187.5,-53.64,65.69,-53.68,61.97
-859,-859-03-12,45,T,71.3,9.58,-128.46,3.2,111.1,45.03,-73.23,46.27,-66.35,3.4,118.0,-10.69,-172.66,-10.22,177.55
-858,-858-08-24,60,T,22.1,-46.19,-8.90,,,,,,,2.3,95.5,-39.55,-30.76,-40.79,-39.08
-857,-857-07-16,32,T,17.9,78.32,14.08,2.7,150.8,57.23,10.71,55.36,13.32,,,,,,
-856,-856-07-04,42,T,76.9,36.80,37.25,3.9,58.9,10.91,90.39,7.17,97.91,3.0,51.8,22.88,-26.23,19.43,-33.83
-855,-855-12-17,57,T,6.2,60.49,-17.19,,,,,,,0.6,78.2,65.34,-29.61,65.34,-29.61
-852,-852-04-22,44,T,84.1,3.31,-111.76,5.0,110.0,12.19,-61.06,11.26,-53.19,5.2,112.2,-19.80,-161.03,-21.29,-167.92
-851,-851-04-11,54,T,33.3,-48.23,31.48,1.0,215.8,-38.30,68.52,-38.68,79.66,1.6,192.8,-73.18,-44.26,-73.18,-44.26
-849,-849-08-15,41,T,65.0,-7.38,29.39,4.1,141.0,-30.62,77.53,-32.89,83.74,2.4,149.9,-10.01,-16.75,-12.71,-25.78
-848,-848-08-04,51,T,72.5,37.20,147.84,4.1,181.5,13.76,-157.97,10.48,-150.07,3.6,178.0,27.67,81.99,24.81,74.18
-846,-846-12-08,38,T,68.2,-0.94,2.97,2.3,110.4,2.38,49.88,5.87,58.80,2.0,105.8,29.14,-43.24,32.73,-50.78
-845,-845-11-28,48,T,72.6,-36.43,115.30,4.7,70.6,-37.20,-168.61,-35.56,-163.85,4.1,73.4,-3.43,68.81,-0.00,61.27
-842,-842-04-02,35,T,62.0,-22.76,19.92,5.0,215.1,0.94,59.73,1.54,67.93,4.8,197.6,-56.68,-46.72,-57.04,-50.88
-841,-841-03-23,45,T,74.5,10.88,114.70,0.7,113.3,43.74,171.49,44.85,-176.68,4.3,115.8,-13.78,69.82,-14.06,61.51
-840,-840-09-04,60,T,27.5,-43.78,-131.24,,,,,,,3.6,92.1,-33.57,-155.90,-34.08,-163.58
-838,-838-07-15,42,T,72.8,39.90,-70.20,3.7,38.3,10.32,-19.18,6.56,-11.63,1.7,31.2,30.71,-139.96,26.83,-148.97
-837,-837-12-29,57,T,9.0,56.76,-156.99,,,,,,,1.9,93.7,60.92,-173.66,60.92,-173.66
-834,-834-05-03,44,T,88.4,11.18,136.07,3.7,124.5,15.26,-170.44,13.51,-161.67,5.1,127.0,-12.87,87.51,-14.76,80.90
-833,-833-04-23,54,T,39.8,-38.85,-90.14,1.5,232.4,-31.72,-51.22,-32.96,-40.57,1.6,213.9,-63.27,-149.86,-64.60,-156.48
-831,-831-08-26,41,T,62.3,-13.05,-93.97,1.9,134.3,-37.15,-43.40,-39.68,-34.77,3.5,144.8,-10.75,-139.33,-12.57,-147.54
-830,-830-08-15,51,T,75.4,31.38,28.26,4.9,172.9,7.35,79.01,4.60,86.45,2.9,168.1,27.95,-36.37,25.38,-44.98
-828,-828-12-19,38,T,68.1,-1.79,-131.47,4.0,116.5,6.62,-84.24,9.48,-77.62,1.6,113.1,24.78,-178.17,28.49,174.24
-827,-827-12-08,48,T,72.6,-38.97,-16.18,3.0,67.9,-33.40,57.38,-30.56,64.45,4.9,67.7,-7.37,-66.41,-4.41,-72.46
-824,-824-04-13,35,T,57.8,-22.47,-95.33,4.1,225.3,-2.91,-56.08,-3.02,-47.48,4.9,202.1,-59.43,-160.24,-59.43,-160.24
-823,-823-04-02,45,T,78.1,12.03,0.65,4.7,111.2,41.32,60.37,41.50,65.99,3.1,113.2,-16.51,-44.41,-17.49,-53.79
-822,-822-09-15,60,T,31.2,-43.53,103.14,,,,,,,3.4,88.5,-29.79,77.42,-29.69,68.59
-818,-818-01-08,57,T,12.3,53.01,65.95,,,,,,,2.4,111.2,55.69,46.37,56.44,44.83
-816,-816-05-13,44,T,87.3,18.81,24.61,3.1,136.5,17.58,80.74,15.05,89.94,3.2,140.3,-5.26,-24.01,-8.23,-32.68
-815,-815-05-03,54,T,45.8,-29.94,151.08,3.8,243.5,-26.42,-168.06,-27.91,-160.30,4.6,222.6,-54.73,95.24,-54.73,95.24
-813,-813-09-06,41,T,60.1,-18.74,140.26,1.4,127.9,-42.68,-166.02,-44.87,-156.04,1.6,139.6,-11.82,95.99,-13.37,85.21
-812,-812-08-26,51,T,77.9,25.43,-93.80,3.4,160.9,1.40,-44.51,-1.19,-35.90,2.8,156.9,27.95,-156.35,25.94,-165.33
-811,-811-08-15,61,T,17.3,79.23,127.44,1.8,28.3,60.41,142.90,58.05,148.10,,,,,,
-810,-810-12-30,38,T,67.7,-1.60,95.18,5.4,126.8,10.93,141.47,13.62,147.36,3.6,123.1,20.53,48.29,23.43,42.35
-809,-809-12-20,48,T,72.7,-40.48,-146.44,2.5,67.4,-29.44,-77.06,-25.75,-68.68,5.1,65.3,-11.82,159.89,-8.84,153.97
-806,-806-04-24,35,T,53.0,-23.12,150.68,2.0,236.5,-7.99,-171.74,-9.04,-161.01,5.0,211.3,-60.90,92.61,-60.90,92.61
-805,-805-04-14,45,T,81.8,13.00,-111.65,5.1,111.9,37.59,-52.64,37.34,-45.75,3.2,110.2,-18.57,-156.43,-20.28,-165.82
-804,-804-09-25,60,T,33.8,-44.69,-24.68,,,,,,,2.8,83.3,-27.49,-51.59,-26.69,-61.12
-800,-800-01-19,57,T,15.9,49.38,-68.21,,,,,,,1.3,130.6,49.67,-89.01,52.04,-95.14
-798,-798-05-24,44,Tm,82.9,26.08,-86.16,2.1,144.5,19.14,-27.66,15.76,-17.82,3.9,149.1,2.61,-136.57,-0.56,-144.56
-797,-797-05-14,54,T,51.4,-21.59,33.99,3.7,250.7,-22.26,76.22,-24.41,84.15,2.9,236.8,-44.79,-15.40,-46.86,-21.35
-795,-795-09-16,41,T,58.3,-24.36,12.24,5.0,116.8,-47.63,73.02,-48.09,76.14,1.7,131.5,-13.32,-31.81,-13.98,-42.51
-794,-794-09-06,51,T,80.0,19.51,141.58,2.8,148.3,-3.54,-169.80,-5.65,-160.53,4.7,145.6,27.63,82.13,26.54,74.34
-793,-793-08-26,61,T,23.9,73.21,-26.90,3.0,10.9,53.25,8.14,51.10,14.37,,,,,,
-791,-791-01-09,38,T,67.1,-0.32,-37.12,5.0,133.8,16.47,9.96,18.80,15.02,4.2,136.9,16.44,-83.29,19.52,-89.96
-791,-791-12-30,48,T,73.0,-40.73,84.72,4.2,67.4,-24.88,149.74,-21.70,156.64,5.2,64.5,-16.08,27.48,-13.13,21.51
-788,-788-05-04,35,T,47.6,-24.93,37.61,3.0,242.2,-14.30,74.24,-15.80,83.03,2.5,212.7,-63.01,-17.60,-63.01,-17.60
-787,-787-04-24,45,Tm,85.9,13.50,138.28,2.9,108.7,32.80,-163.19,31.64,-153.64,3.9,103.5,-20.42,92.78,-22.38,85.10
-786,-786-10-07,60,T,35.6,-47.06,-155.07,,,,,,,4.0,78.6,-26.63,177.00,-25.24,169.05
-782,-782-01-30,57,T,19.9,46.19,160.32,,,,,,,3.1,146.4,44.22,137.00,45.72,131.86
-780,-780-06-04,44,T,78.4,32.85,163.91,4.3,148.9,19.88,-135.48,17.10,-128.59,4.2,152.3,10.26,109.14,7.36,102.44
-779,-779-05-24,54,T,56.7,-13.86,-81.84,4.3,249.9,-19.44,-37.55,-21.68,-31.03,3.0,243.4,-35.43,-128.46,-38.21,-135.39
-777,-777-09-28,41,T,56.8,-29.91,-117.43,4.8,109.8,-50.81,-50.63,-51.04,-47.23,2.0,123.6,-15.19,-161.56,-14.94,-171.98
-776,-776-09-16,51,T,81.6,13.70,14.78,1.5,137.3,-7.31,62.61,-9.04,74.23,3.2,131.0,26.65,-42.51,26.09,-51.39
-773,-773-01-21,38,T,66.1,2.10,-167.93,3.2,146.4,21.56,-121.65,24.91,-114.06,1.0,149.4,13.64,145.95,17.81,135.84
-772,-772-01-10,48,T,73.5,-39.64,-42.91,4.3,68.3,-19.89,17.84,-16.81,24.53,5.0,65.2,-19.92,-103.33,-17.02,-109.59
-770,-770-05-16,35,T,41.5,-28.10,-74.97,3.6,248.6,-21.66,-40.72,-23.53,-32.74,1.7,216.6,-64.03,-123.88,-64.03,-123.88
-769,-769-05-05,45,T,89.9,13.47,29.44,5.4,104.6,27.18,86.18,25.87,93.32,3.4,97.1,-21.49,-15.99,-24.06,-23.98
-768,-768-10-17,60,T,36.9,-50.23,73.01,,,,,,,3.8,75.3,-26.97,44.35,-24.90,36.24
-765,-765-02-20,47,T,77.4,-2.24,-86.25,4.0,17.2,33.47,-39.00,35.66,-32.21,2.6,25.6,-14.92,-135.74,-13.11,-145.10
-764,-764-02-10,57,T,24.1,43.46,31.85,,,,,,,3.7,162.0,38.52,6.79,39.78,0.82
-762,-762-06-15,44,T,74.0,38.87,54.33,4.9,152.3,20.33,115.14,17.45,121.49,4.5,155.5,18.49,-5.25,15.50,-11.77
-761,-761-06-05,54,T,61.7,-6.83,163.27,0.4,248.9,-17.24,-151.76,-21.58,-141.01,3.6,241.5,-26.74,116.80,-29.41,110.70
-759,-759-10-08,41,T,55.8,-35.21,111.10,4.2,102.5,-52.41,-174.86,-52.35,-170.99,2.0,116.0,-17.28,66.36,-16.18,55.98
-758,-758-09-28,51,T,82.9,8.08,-113.90,0.5,123.5,-10.25,-65.33,-11.08,-52.61,3.0,116.8,25.17,-168.73,25.32,-177.79
-755,-755-01-31,38,T,64.8,5.54,62.45,1.5,153.6,27.86,110.69,31.04,118.74,2.0,161.2,11.93,16.31,15.21,6.99
-754,-754-01-21,48,T,74.4,-37.17,-169.18,3.8,69.9,-14.65,-112.36,-11.62,-105.45,4.3,66.5,-23.05,128.11,-20.18,121.16
-753,-753-07-05,63,T,11.6,77.31,138.00,,,,,,,2.3,86.9,64.13,162.75,64.13,162.75
-752,-752-05-26,35,T,34.5,-32.95,172.52,3.1,248.2,-30.42,-155.25,-32.58,-148.15,,,,,,
-751,-751-05-15,45,T,85.4,12.65,-77.98,2.7,97.1,20.67,-23.38,18.14,-13.76,2.8,88.4,-22.17,-123.38,-25.34,-131.71
-750,-750-10-28,60,T,37.7,-54.01,-60.16,,,,,,,3.2,73.3,-28.33,-89.95,-25.52,-98.54
-747,-747-03-03,47,T,79.9,-0.85,155.35,4.6,41.2,34.34,-155.95,36.04,-149.25,2.3,49.5,-18.80,105.70,-17.62,95.69
-746,-746-02-20,57,T,28.6,41.37,-93.91,,,,,,,1.7,176.2,33.03,-120.40,34.49,-130.04
-744,-744-06-25,44,T,69.7,43.96,-54.77,1.1,154.0,20.40,4.87,15.64,14.81,4.3,156.5,26.69,-120.91,23.51,-127.74
-743,-743-06-15,54,T,66.4,-0.66,48.79,4.5,241.1,-16.25,94.86,-19.20,101.36,4.6,236.4,-18.17,1.73,-20.60,-3.59
-741,-741-10-19,41,T,55.2,-40.29,-21.28,3.5,99.7,-52.63,56.81,-51.95,63.85,3.2,110.1,-19.77,-67.10,-17.96,-76.48
-740,-740-10-08,51,T,83.8,2.77,115.69,1.5,107.6,-12.05,166.34,-11.87,177.07,4.7,103.8,23.05,63.61,23.86,55.98
-737,-737-02-11,38,T,63.0,10.02,-65.63,2.6,165.1,33.55,-16.49,36.18,-8.84,2.6,172.6,11.33,-111.46,13.82,-120.36
-736,-736-02-01,48,T,75.6,-33.52,65.42,4.3,75.0,-9.94,117.64,-6.86,125.27,4.3,69.3,-25.53,2.08,-23.00,-5.14
-735,-735-07-16,63,T,24.3,88.52,-145.43,1.4,91.0,59.37,-57.13,57.59,-54.20,1.8,92.9,60.60,72.92,58.97,70.34
-734,-734-06-06,35,T,25.8,-40.16,59.81,2.1,243.3,-40.79,88.57,-43.22,95.06,,,,,,
-733,-733-05-27,45,T,80.9,11.03,174.87,5.0,85.9,13.40,-132.45,11.33,-126.05,2.3,78.0,-22.39,129.54,-26.05,121.06
-732,-732-11-08,60,T,38.2,-58.18,166.03,,,,,,,3.8,72.1,-30.38,134.09,-27.44,126.76
-729,-729-03-14,47,T,82.8,0.65,38.62,2.9,62.6,34.30,89.84,35.62,97.97,2.5,72.1,-22.22,-10.74,-21.83,-21.01
-728,-728-03-03,57,T,33.1,39.92,143.05,,,,,,,3.7,187.7,27.86,114.88,28.34,106.68
-726,-726-07-07,44,T,65.5,47.86,-163.86,3.5,151.8,19.71,-106.05,16.29,-99.20,4.4,153.2,34.25,120.89,31.61,115.08
-725,-725-06-26,54,T,70.8,4.58,-65.49,2.4,229.6,-16.18,-18.44,-20.01,-10.47,1.2,228.6,-9.77,-113.75,-13.76,-122.50
-723,-723-10-30,41,T,54.8,-45.04,-154.21,4.1,96.0,-51.38,-71.59,-50.30,-65.47,3.8,103.6,-22.28,156.99,-20.14,149.06
-722,-722-10-19,51,T,84.4,-2.14,-16.11,4.4,95.7,-12.61,35.03,-11.84,43.44,3.3,89.5,20.51,-66.90,22.02,-75.27
-719,-719-02-22,38,T,60.8,15.43,167.85,2.3,175.0,39.44,-140.80,41.81,-132.24,4.1,183.6,11.88,122.84,13.44,114.99
-718,-718-02-11,48,T,77.2,-28.80,-58.72,2.6,77.4,-4.51,-8.61,-1.45,0.27,4.5,72.3,-27.01,-121.19,-24.96,-128.57
-717,-717-07-27,63,T,31.9,78.63,96.28,1.3,98.2,52.28,167.64,48.90,174.59,1.3,95.7,58.96,-31.51,57.02,-35.43
-716,-716-06-16,35,T,12.8,-52.39,-52.21,0.4,228.9,-54.65,-32.26,-56.87,-27.76,,,,,,
-715,-715-06-06,45,T,76.3,8.51,67.96,4.2,74.1,6.02,117.23,3.15,124.82,2.2,64.8,-22.38,22.80,-26.31,14.43
-714,-714-11-19,60,T,38.3,-62.57,32.31,2.5,59.9,-67.30,-174.59,-67.30,-174.59,4.3,72.6,-33.13,-2.97,-30.25,-9.16
-711,-711-03-24,47,T,86.0,2.04,-76.06,3.6,84.3,32.72,-23.35,33.39,-15.78,5.3,92.8,-25.19,-125.27,-25.58,-132.54
-710,-710-03-14,57,T,37.8,39.14,22.42,,,,,,,3.7,196.1,23.11,-7.73,22.98,-16.24
-708,-708-07-17,44,T,61.4,50.46,86.92,4.7,150.9,19.50,140.54,16.52,146.48,1.9,149.8,41.87,1.91,38.37,-6.20
-707,-707-07-07,54,T,74.9,8.72,179.90,4.0,215.1,-16.97,-132.15,-19.81,-126.41,4.8,219.7,-1.58,130.30,-4.34,124.02
-705,-705-11-10,41,T,54.7,-49.40,73.13,3.1,92.5,-48.71,159.16,-47.05,165.46,4.9,101.2,-25.51,21.45,-23.04,14.31
-704,-704-10-30,51,T,84.7,-6.56,-148.84,5.0,84.1,-12.07,-97.01,-10.69,-89.11,2.6,79.2,17.10,162.50,19.65,152.65
-701,-701-03-05,38,T,58.0,21.69,42.85,5.0,178.2,45.95,100.38,46.56,103.36,4.6,192.2,13.76,-1.43,14.63,-8.94
-700,-700-02-23,48,T,79.2,-23.18,178.54,3.1,81.1,0.72,-132.93,3.18,-124.18,4.4,75.4,-27.22,118.02,-25.68,110.31
-699,-699-08-06,63,T,37.6,70.00,-21.37,2.5,102.5,44.88,38.70,41.76,46.10,3.4,99.1,59.21,-138.47,57.99,-141.57
-697,-697-06-17,45,T,71.6,5.06,-39.32,2.0,57.3,-2.13,7.85,-5.89,16.71,3.6,47.7,-22.77,-85.08,-25.69,-90.99
-696,-696-11-29,60,T,38.5,-66.79,-99.46,2.1,62.7,-62.40,50.25,-62.40,50.25,3.6,75.4,-36.46,-139.72,-33.03,-146.48
-693,-693-04-05,47,T,89.5,3.25,170.56,4.5,107.3,29.85,-137.35,30.04,-129.16,2.6,110.6,-27.68,121.22,-28.77,111.72
-692,-692-03-24,57,T,42.6,38.82,-95.34,2.0,177.0,76.41,-9.34,76.41,-9.34,2.9,202.5,18.70,-127.61,17.92,-137.02
-690,-690-07-28,44,T,57.5,51.59,-23.88,0.9,148.7,19.14,24.99,14.74,34.58,5.0,143.2,48.63,-120.15,47.58,-122.88
-689,-689-07-18,54,T,78.8,11.77,65.02,3.5,204.8,-17.24,111.76,-20.86,119.16,4.5,205.8,5.83,12.91,3.14,6.30
-688,-688-07-07,64,T,15.2,-50.30,-177.09,,,,,,,1.8,86.9,-54.20,160.59,-55.93,157.22
-687,-687-11-20,41,T,54.7,-53.14,-58.88,2.7,93.8,-45.75,25.39,-43.06,33.28,4.8,97.9,-28.48,-116.31,-25.99,-122.53
-686,-686-11-10,51,T,84.9,-10.43,78.02,5.0,73.1,-10.49,130.34,-8.50,138.12,2.6,68.1,13.46,29.79,16.57,20.29
-683,-683-03-15,38,T,54.7,28.70,-80.74,4.5,183.8,51.65,-17.31,52.10,-13.76,4.7,197.9,16.96,-124.48,17.19,-131.88
-682,-682-03-05,48,T,81.7,-16.84,57.38,4.5,84.4,5.76,105.06,7.49,113.03,3.1,76.9,-26.12,-0.80,-25.03,-9.50
-681,-681-08-18,63,T,42.1,62.08,-141.62,3.7,104.3,37.85,-87.98,35.46,-81.36,4.4,97.8,58.51,108.17,58.51,108.17
-679,-679-06-28,45,T,66.9,0.79,-147.49,4.8,37.2,-10.46,-102.26,-13.13,-96.35,4.7,29.4,-22.59,167.58,-25.14,162.49
-678,-678-12-11,60,T,38.7,-70.50,132.21,3.2,69.1,-58.63,-87.95,-58.63,-87.95,1.1,78.0,-39.37,82.51,-35.34,74.64
-675,-675-04-15,47,T,86.7,4.06,58.70,5.1,126.7,26.00,111.04,25.62,118.45,5.3,127.9,-29.58,9.85,-30.83,3.73
-674,-674-04-05,57,T,47.4,38.98,148.89,3.7,185.5,71.97,-117.59,71.97,-117.59,1.8,207.5,14.93,114.56,13.36,104.02
-672,-672-08-08,44,T,53.8,51.45,-136.77,5.0,147.4,19.24,-93.32,16.30,-86.80,3.2,138.1,55.48,117.51,54.13,113.53
-671,-671-07-28,54,T,82.2,13.58,-51.13,4.1,187.3,-18.96,-3.68,-21.68,2.24,2.1,192.8,12.89,-104.94,9.42,-114.53
-670,-670-07-18,64,T,25.6,-40.19,69.57,,,,,,,2.0,67.4,-42.62,40.97,-45.29,34.56
-669,-669-12-02,41,T,54.7,-56.15,170.65,3.9,95.4,-41.94,-108.25,-39.35,-101.93,3.3,97.7,-32.04,106.54,-28.86,99.30
-668,-668-11-20,51,T,84.9,-13.62,-55.35,3.8,63.5,-7.90,-2.80,-5.14,5.50,3.7,57.5,9.80,-104.63,12.61,-111.89
-665,-665-03-27,38,T,50.7,36.42,157.02,3.7,186.6,57.11,-130.91,57.32,-126.42,2.3,201.8,21.48,113.86,21.03,103.74
-664,-664-03-15,48,Tm,84.5,-9.95,-62.12,1.1,87.2,10.63,-14.38,12.18,-2.39,4.3,79.1,-23.80,-116.96,-23.48,-124.75
-663,-663-08-28,63,T,45.6,54.74,95.41,4.1,106.6,32.14,144.00,29.92,151.46,4.2,100.5,59.23,-2.76,58.48,-6.46
-660,-660-12-21,60,T,39.1,-73.07,9.24,1.2,77.4,-54.95,133.51,-52.73,137.67,2.4,83.4,-42.74,-53.61,-39.61,-59.49
-657,-657-04-26,47,Tm,82.6,4.35,-52.29,4.5,143.5,21.08,0.04,20.09,7.48,5.6,144.8,-30.71,-99.99,-32.37,-105.88
