year,date,saros,type,ge_sun_alt,ge_lat,ge_lon,sunset_min_alt,sunset_max_dur_s,sunset_entry_lat,sunset_entry_lon,sunset_end_lat,sunset_end_lon,sunrise_min_alt,sunrise_max_dur_s,sunrise_entry_lat,sunrise_entry_lon,sunrise_end_lat,sunrise_end_lon
1983,1983-06-11,127,T,60.3,-6.25,114.18,1.1,161.5,-13.56,157.73,-17.64,167.32,4.2,148.7,-32.10,68.73,-34.22,64.46
1984,1984-11-22,142,T,71.6,-37.78,-173.64,2.9,32.4,-37.36,-98.40,-34.70,-90.93,3.4,39.9,-5.37,139.18,-1.79,131.28
1985,1985-11-12,152,T,10.8,-68.55,-142.63,,,,,,,1.1,111.1,-58.63,-140.32,-70.59,171.25
1988,1988-03-18,139,T,65.1,20.71,139.96,3.2,108.6,53.60,-152.60,53.91,-147.59,1.5,124.7,-3.75,98.58,-4.37,87.62
1990,1990-07-22,126,T,40.3,65.19,168.86,2.5,96.9,34.64,-149.10,31.00,-141.51,2.2,87.6,61.41,27.12,61.41,27.12
1991,1991-07-11,136,Tm,89.9,22.00,-105.21,4.4,219.6,-8.05,-56.93,-11.25,-50.23,4.1,221.9,16.88,-163.56,14.06,-170.73
1992,1992-06-30,146,T,41.1,-25.15,-9.48,4.1,193.3,-47.79,31.55,-49.07,33.87,3.6,198.8,-31.92,-47.71,-34.15,-52.83
1994,1994-11-03,133,T,69.2,-35.36,-34.22,4.9,133.1,-35.04,34.93,-33.46,41.21,4.3,136.3,-11.64,-85.00,-9.07,-92.79
1995,1995-10-24,143,T,69.3,8.41,113.19,5.2,38.2,3.43,159.59,4.67,166.81,4.5,29.1,32.08,62.52,33.72,56.17
1997,1997-03-09,120,T,22.9,57.78,130.68,,,,,,,0.9,135.9,49.19,99.68,49.36,88.46
1998,1998-02-26,130,T,76.1,4.72,-82.72,3.9,111.8,27.47,-31.61,29.14,-23.37,5.3,112.8,-3.92,-131.33,-3.08,-138.90
1999,1999-08-11,145,T,59.3,45.08,24.30,1.2,59.6,21.43,75.28,17.90,86.07,1.9,59.1,44.06,-53.83,41.73,-62.62
2001,2001-06-21,127,T,55.2,-11.25,2.75,4.8,153.2,-22.51,45.80,-24.68,50.63,4.2,144.6,-32.56,-41.64,-34.58,-45.71
2002,2002-12-04,142,T,72.2,-39.46,59.55,4.2,34.9,-32.81,131.91,-30.33,138.06,4.6,40.6,-8.71,8.59,-5.72,2.43
2003,2003-11-23,152,T,14.9,-72.67,88.40,,,,,,,1.9,102.7,-56.63,89.04,-53.69,84.59
2006,2006-03-29,139,T,67.3,23.15,16.75,0.7,125.4,51.87,86.66,51.64,97.58,5.3,138.6,-4.72,-24.84,-5.86,-32.11
2008,2008-08-01,126,T,33.5,65.65,72.30,1.2,103.4,38.01,103.33,33.99,112.44,,,,,,
2009,2009-07-22,136,T,85.9,24.22,144.12,5.0,217.6,-8.18,-168.71,-11.08,-162.32,1.6,217.7,24.29,81.62,20.97,72.16
2010,2010-07-11,146,T,47.1,-19.75,-121.87,2.5,178.6,-47.68,-77.34,-49.46,-73.83,1.6,191.5,-22.73,-160.57,-26.21,-169.43
2012,2012-11-13,133,T,68.0,-39.96,-161.33,1.6,121.6,-33.37,-91.57,-30.14,-81.75,4.1,123.6,-16.33,144.86,-13.30,136.99
2015,2015-03-20,120,T,18.5,64.43,-6.64,,,,,,,1.7,141.0,54.36,-34.25,53.67,-43.08
2016,2016-03-09,130,T,74.8,10.12,148.80,3.3,114.6,31.13,-157.48,32.25,-148.40,2.9,116.5,-2.79,101.37,-2.45,91.18
2017,2017-08-21,145,T,63.9,36.97,-87.66,3.7,66.6,14.27,-39.96,11.85,-31.11,3.7,66.0,42.10,-159.38,40.71,-166.88
2019,2019-07-02,127,T,49.6,-17.39,-108.99,3.6,144.4,-31.53,-66.98,-34.10,-61.44,0.7,138.7,-33.59,-151.69,-37.34,-159.72
2020,2020-12-14,142,T,72.7,-40.34,-67.95,3.9,37.7,-27.96,1.17,-25.31,7.20,5.4,44.0,-12.85,-122.16,-9.99,-127.93
2021,2021-12-04,152,T,17.2,-76.78,-46.22,,,,,,,2.8,96.5,-57.45,-44.29,-55.04,-47.65
2024,2024-04-08,139,T,69.8,25.29,-104.13,2.8,140.1,48.81,-31.69,48.13,-23.87,4.5,151.6,-5.36,-146.34,-7.13,-154.09
2026,2026-08-12,126,T,25.8,65.22,-25.22,3.1,107.6,42.79,-5.11,39.81,1.76,,,,,,
2027,2027-08-02,136,T,81.7,25.50,33.20,5.6,214.4,-8.11,79.08,-10.65,85.20,4.0,211.5,31.27,-33.36,29.32,-40.18
2028,2028-07-22,146,T,52.6,-15.58,126.72,4.1,166.3,-46.98,172.67,-48.33,175.52,3.4,177.6,-14.66,86.49,-17.22,78.85
2030,2030-11-25,133,T,67.0,-43.61,71.24,3.6,111.4,-30.83,139.74,-27.81,147.44,1.7,111.3,-20.91,12.92,-16.86,3.28
2033,2033-03-30,120,T,11.2,71.32,-155.81,,,,,,,0.4,144.9,62.76,-170.54,82.68,145.64
2034,2034-03-20,130,T,73.1,16.06,22.24,5.0,115.9,34.38,79.99,34.69,86.60,1.4,118.3,-0.45,-24.75,-0.94,-36.14
2035,2035-09-02,145,T,67.9,29.09,158.04,2.3,70.9,7.76,-155.36,5.78,-145.24,4.7,71.2,39.55,92.30,38.83,85.46
2037,2037-07-13,127,T,43.4,-24.76,139.08,1.9,128.1,-41.80,-178.10,-44.37,-172.49,4.4,130.0,-35.54,98.98,-37.68,94.02
2038,2038-12-26,142,T,73.0,-40.28,163.95,3.8,44.4,-23.73,-132.04,-20.50,-124.92,5.1,48.6,-16.93,106.08,-14.01,100.02
2039,2039-12-15,152,T,18.4,-80.86,172.77,,,,,,,2.9,89.3,-58.34,178.47,-57.29,176.99
2041,2041-04-30,129,T,63.2,-9.62,12.19,2.2,27.8,-0.05,54.72,-2.19,64.49,3.1,26.0,-45.14,-36.50,-47.29,-42.72
2042,2042-04-20,139,T,72.7,26.95,137.31,3.1,153.6,44.43,-149.14,43.31,-142.28,4.4,164.7,-5.59,94.33,-7.94,86.49
2044,2044-08-23,126,T,15.4,64.34,-120.45,2.5,110.5,51.15,-113.36,47.98,-106.35,,,,,,
2045,2045-08-12,136,T,77.6,25.91,-78.54,1.1,209.6,-7.81,-33.76,-11.32,-23.24,2.6,205.2,37.85,-147.98,35.93,-156.53
2046,2046-08-02,146,T,57.6,-12.73,15.18,4.0,150.1,-47.14,63.67,-48.43,66.82,2.1,162.6,-7.31,-26.00,-10.00,-35.74
2048,2048-12-05,133,T,66.4,-46.13,-56.37,3.6,101.9,-27.39,9.61,-24.12,16.96,4.4,100.8,-25.53,-120.04,-22.50,-126.73
2052,2052-03-30,130,T,71.0,22.38,-102.53,1.8,119.0,36.98,-41.31,36.53,-30.28,5.1,119.8,2.96,-149.50,1.95,-156.99
2053,2053-09-12,145,T,71.6,21.47,41.72,5.2,73.2,2.23,88.25,1.28,95.55,1.4,74.4,36.36,-18.65,35.95,-29.93
2055,2055-07-24,127,T,36.5,-33.28,25.79,3.1,110.9,-52.10,68.71,-53.40,71.61,2.8,113.7,-39.55,-12.85,-41.74,-18.72
2057,2057-01-05,142,T,73.3,-39.22,35.19,4.8,51.2,-19.20,94.93,-16.33,101.30,2.9,53.8,-20.68,-26.47,-17.29,-34.14
2057,2057-12-26,152,T,19.4,-84.85,21.79,2.3,83.8,-64.15,-64.88,-64.15,-64.88,1.8,85.5,-60.72,41.75,-59.24,39.67
2059,2059-05-11,129,T,59.4,-10.72,-100.40,3.0,52.1,-5.84,-59.04,-8.37,-50.11,4.8,47.3,-44.83,-147.88,-45.94,-150.54
2060,2060-04-30,139,T,75.8,27.96,20.92,2.1,169.4,39.29,92.14,37.17,101.15,3.5,176.7,-5.56,-23.35,-8.57,-31.74
2061,2061-04-20,149,T,16.2,64.54,59.16,,,,,,,2.4,141.8,50.66,51.33,47.36,43.99
2063,2063-08-24,136,T,73.8,25.56,168.44,4.7,205.7,-6.90,-148.42,-9.17,-140.69,4.7,196.9,43.65,96.95,42.81,91.23
2064,2064-08-12,146,T,62.2,-10.93,-95.97,3.4,131.8,-47.27,-44.32,-48.51,-40.56,3.6,144.5,-0.81,-138.23,-2.61,-147.14
2066,2066-12-17,133,T,65.9,-47.37,175.78,3.9,94.1,-23.48,-122.26,-20.20,-115.40,4.8,91.0,-29.82,105.71,-27.33,100.27
2068,2068-05-31,148,T,36.9,-31.01,123.23,3.7,10.6,-42.16,161.88,-43.86,165.68,0.5,13.3,-46.59,83.28,-49.75,76.62
2070,2070-04-11,130,T,68.4,29.05,135.07,5.0,119.4,39.03,-158.92,38.27,-152.17,3.9,121.9,7.63,88.27,5.72,79.20
2071,2071-09-23,145,T,74.7,14.23,-76.75,3.1,75.4,-2.14,-30.10,-2.57,-20.16,2.5,76.0,32.65,-132.82,33.09,-142.68
2072,2072-09-12,155,T,14.4,69.77,102.01,1.5,173.2,59.47,122.91,58.06,131.48,,,,,,
2073,2073-08-03,127,T,28.5,-43.24,-89.39,3.2,89.0,-63.27,-46.88,-63.27,-46.88,2.9,94.7,-45.12,-124.66,-46.77,-130.17
2075,2075-01-16,142,T,73.5,-37.17,-94.10,0.9,60.0,-14.82,-38.25,-10.55,-28.00,4.4,62.7,-24.65,-157.58,-21.91,-164.57
2076,2076-01-06,152,T,19.9,-87.18,-173.73,1.5,84.2,-62.44,151.54,-60.80,153.96,1.9,81.6,-62.71,-97.11,-62.71,-97.11
2077,2077-05-22,129,T,55.0,-13.10,148.32,3.0,73.6,-12.89,-170.81,-15.62,-162.95,3.9,68.4,-44.59,102.17,-45.93,99.30
2078,2078-05-11,139,T,79.3,28.14,-93.71,3.5,182.4,33.16,-25.02,31.00,-17.79,5.3,187.4,-5.39,-139.80,-7.98,-145.97
2079,2079-05-01,149,T,24.4,66.17,-46.34,,,,,,,3.1,143.8,44.48,-64.58,41.44,-71.32
2081,2081-09-03,136,T,70.1,24.63,53.64,3.6,198.2,-5.91,96.35,-7.73,104.80,0.7,186.8,48.52,-18.94,47.59,-29.11
2082,2082-08-24,146,T,66.3,-10.28,151.77,1.5,116.1,-46.51,-155.41,-48.60,-147.02,2.1,123.9,4.60,108.30,3.20,97.96
2084,2084-12-27,133,T,65.6,-47.32,47.69,4.1,88.3,-19.35,104.96,-16.15,111.46,2.7,83.8,-34.23,-28.27,-31.11,-35.29
2086,2086-06-11,148,T,43.7,-23.20,12.48,4.1,31.5,-39.34,53.12,-41.21,56.93,4.3,36.4,-36.43,-27.92,-38.11,-31.50
2088,2088-04-21,130,T,65.4,36.00,15.10,3.0,118.1,40.40,86.61,38.81,94.68,3.0,121.4,13.12,-33.36,10.46,-42.95
2089,2089-10-04,145,T,77.4,7.42,162.79,5.4,74.6,-5.41,-149.20,-5.17,-141.74,2.6,75.6,28.50,109.89,29.65,100.49
2090,2090-09-23,155,T,23.2,60.69,-40.48,3.3,176.6,49.55,-8.55,48.96,-1.09,,,,,,
2091,2091-08-15,127,T,17.8,-55.58,150.48,0.3,64.1,-75.16,-177.33,-75.16,-177.33,2.7,72.5,-54.04,122.52,-55.07,117.46
2093,2093-01-27,142,T,73.9,-34.12,136.41,3.4,70.8,-10.61,-171.16,-7.44,-162.87,2.4,71.8,-27.61,71.35,-24.72,62.54
2094,2094-01-16,152,T,20.5,-84.77,-10.57,2.8,85.8,-60.18,9.18,-59.09,11.12,1.8,81.8,-66.27,127.02,-66.27,127.02
2095,2095-06-02,129,T,50.1,-16.71,37.16,4.4,94.0,-20.61,76.98,-22.92,82.81,4.4,89.7,-44.14,-6.81,-45.38,-9.23
2096,2096-05-22,139,T,83.0,27.27,153.44,5.3,195.6,26.44,-141.83,24.45,-136.17,0.9,199.1,-4.84,106.08,-9.37,95.77
2097,2097-05-11,149,T,31.3,67.41,-149.52,,,,,,,2.7,145.6,40.72,-178.08,37.03,174.18
2099,2099-09-14,136,T,66.7,23.36,-62.81,4.7,194.0,-4.03,-21.92,-5.34,-13.29,4.7,177.6,52.47,-133.72,52.47,-137.65
2100,2100-09-04,146,T,70.2,-10.47,38.99,5.3,96.0,-45.85,95.12,-46.43,98.17,0.7,102.5,9.12,-5.13,8.32,-17.07
2103,2103-01-08,133,T,65.3,-46.10,-80.81,4.0,85.7,-15.69,-29.07,-12.03,-21.60,5.1,78.5,-38.70,-161.54,-36.94,-165.85
2104,2104-06-22,148,T,49.8,-16.56,-96.85,2.6,48.3,-38.01,-53.87,-40.51,-48.89,1.1,57.5,-26.60,-137.49,-30.39,-145.88
2106,2106-05-03,130,T,61.9,43.11,-102.28,1.8,115.9,41.30,-26.07,38.90,-17.28,1.5,119.0,19.47,-153.73,15.90,-164.37
2107,2107-10-16,145,T,79.8,1.13,40.57,2.6,74.2,-7.50,89.56,-6.25,100.05,2.8,74.5,23.97,-10.10,25.73,-18.93
2108,2108-10-05,155,T,28.9,52.49,-171.98,3.0,174.9,43.09,-136.31,43.23,-128.23,,,,,,
2111,2111-02-08,142,T,74.5,-30.24,6.84,1.5,84.1,-6.71,56.35,-3.22,67.25,4.6,82.3,-29.81,-58.57,-28.23,-64.81
2112,2112-01-29,152,T,21.2,-80.63,-163.78,2.8,89.7,-58.15,-132.86,-56.46,-129.21,,,,,,
2113,2113-06-13,129,T,44.6,-21.67,-73.79,1.2,112.0,-29.19,-34.92,-32.79,-26.75,4.2,108.7,-44.57,-115.99,-45.80,-118.29
2114,2114-06-03,139,T,86.8,25.37,41.28,4.8,209.0,19.48,101.22,16.77,108.02,2.4,206.8,-4.70,-8.27,-8.42,-16.21
2115,2115-05-24,149,T,37.4,67.81,109.38,2.4,133.3,63.04,-99.38,63.04,-99.38,1.6,144.8,37.78,68.56,33.77,60.28
2117,2117-09-26,136,T,63.5,21.86,178.41,4.7,185.6,-2.06,-141.11,-2.68,-132.61,3.6,167.5,55.06,110.77,55.40,105.96
2118,2118-09-15,146,T,73.5,-11.48,-75.24,4.7,78.3,-44.29,-17.97,-44.97,-12.21,3.4,81.8,12.43,-119.05,12.69,-128.95
2121,2121-01-19,133,T,65.0,-43.89,150.15,2.1,82.6,-11.50,-161.72,-7.59,-152.97,5.0,75.9,-43.18,66.54,-41.49,61.79
2122,2122-07-04,148,T,55.5,-11.05,154.65,5.1,64.4,-36.53,-162.06,-38.44,-158.33,2.1,74.9,-17.36,113.32,-20.97,104.76
2124,2124-05-14,130,T,57.8,50.30,143.19,4.8,112.6,41.83,-136.58,40.30,-132.12,3.6,114.9,26.43,86.57,23.25,78.55
2125,2125-10-26,145,T,81.6,-4.49,-83.56,4.0,71.2,-8.20,-32.69,-6.55,-24.36,2.2,74.6,18.90,-131.93,21.66,-142.03
2126,2126-10-16,155,T,33.1,45.32,58.58,3.0,171.4,38.71,95.77,39.56,103.94,2.9,154.6,69.58,-2.42,69.58,-2.42
2129,2129-02-18,142,T,75.2,-25.65,-122.47,4.0,96.7,-2.64,-73.82,-0.53,-65.68,5.0,95.8,-31.23,173.91,-30.16,167.70
2130,2130-02-08,152,T,22.4,-75.95,51.81,0.6,95.8,-55.64,86.14,-52.48,95.07,,,,,,
2131,2131-06-25,129,T,38.4,-28.08,174.75,3.9,125.5,-38.84,-146.76,-40.58,-143.08,3.4,124.7,-46.18,134.24,-47.47,131.77
2132,2132-06-13,139,Tm,89.1,22.32,-70.14,3.4,216.8,11.53,-13.51,8.32,-6.08,4.9,218.1,-3.92,-119.99,-7.00,-126.29
2133,2133-06-03,149,T,43.3,66.57,10.72,3.8,139.0,56.65,131.43,55.29,134.32,0.2,144.6,36.04,-41.57,31.13,-51.54
2135,2135-10-07,136,T,60.6,20.33,57.56,4.9,176.4,0.38,97.68,0.42,105.92,1.5,156.0,56.34,-6.20,57.26,-13.13
2136,2136-09-26,146,T,76.6,-13.03,169.41,0.8,57.7,-42.36,-131.22,-42.61,-119.75,3.4,57.6,14.77,124.83,15.66,115.80
2139,2139-01-30,133,T,64.6,-40.97,20.67,2.2,83.4,-8.36,64.75,-4.42,74.41,2.0,72.8,-46.95,-65.49,-44.71,-72.87
2140,2140-07-14,148,T,60.9,-6.67,46.48,2.3,73.6,-36.78,92.31,-39.46,98.02,4.5,88.2,-8.91,3.73,-11.53,-3.29
2142,2142-05-25,130,T,53.3,57.43,31.87,4.8,108.2,42.31,114.21,40.61,118.35,3.9,108.5,33.86,-32.89,30.90,-39.66
2143,2143-11-07,145,T,83.1,-9.38,150.77,4.6,69.9,-7.84,-157.70,-5.69,-149.84,4.1,71.6,14.18,101.99,16.64,94.78
2144,2144-10-26,155,T,36.2,39.24,-71.15,2.4,165.5,36.08,-33.05,37.75,-24.32,1.4,144.3,64.10,-129.45,64.10,-129.45
2147,2147-03-02,142,T,76.2,-20.51,108.76,4.2,111.8,0.88,156.77,2.41,164.95,4.9,110.2,-31.42,47.55,-30.83,41.09
2148,2148-02-19,152,T,23.9,-70.93,-88.27,1.6,103.5,-52.73,-53.24,-50.15,-44.15,,,,,,
2149,2149-07-05,129,T,31.0,-36.26,62.41,2.8,134.9,-49.55,100.14,-50.84,102.70,1.8,140.5,-48.51,25.98,-51.01,20.99
2150,2150-06-25,139,T,84.9,18.27,178.13,3.9,224.9,3.61,-128.75,0.49,-121.78,4.9,226.1,-3.64,127.83,-6.65,121.53
2151,2151-06-14,149,T,48.7,63.70,-89.37,4.5,138.6,48.13,10.51,46.97,12.97,1.8,141.9,34.60,-151.72,30.67,-159.57
2153,2153-10-17,136,T,58.2,18.85,-65.68,5.1,166.8,3.16,-25.91,3.83,-18.01,2.5,146.8,55.82,-123.38,57.03,-128.80
2154,2154-10-07,146,T,79.2,-15.07,52.14,0.2,36.3,-39.89,113.77,-39.22,125.35,5.3,36.4,15.60,8.58,17.07,0.89
2157,2157-02-09,133,T,64.0,-37.68,-108.39,4.9,83.7,-5.27,-66.18,-2.74,-59.17,5.2,73.0,-50.81,165.83,-50.12,162.66
2158,2158-07-25,148,T,65.9,-3.44,-61.77,1.4,84.6,-35.98,-16.10,-39.63,-7.55,2.7,96.1,-1.36,-106.97,-4.11,-115.43
2160,2160-06-04,130,T,48.1,64.46,-74.87,2.2,103.1,43.17,6.76,39.96,13.69,4.3,101.3,41.95,-151.99,39.43,-157.32
2161,2161-11-17,145,T,84.3,-13.42,23.65,2.2,67.7,-6.17,75.99,-2.93,85.36,1.5,71.4,8.91,-24.99,12.76,-34.93
2162,2162-11-07,155,T,38.6,34.13,158.26,4.5,157.9,34.91,-162.97,36.53,-156.92,4.4,143.5,56.49,108.81,56.49,108.81
2165,2165-03-12,142,T,77.6,-14.87,-18.78,2.3,129.1,4.03,28.74,5.15,39.53,4.5,127.8,-30.27,-75.75,-30.19,-83.94
2166,2166-03-02,152,T,26.0,-65.39,134.43,3.4,112.1,-49.08,170.13,-47.46,177.57,,,,,,
2167,2167-07-16,129,T,21.7,-46.80,-52.38,3.1,142.3,-60.59,-19.53,-60.59,-19.53,3.0,148.0,-53.98,-84.13,-54.91,-86.17
2168,2168-07-05,139,T,80.5,13.21,66.39,3.1,229.7,-4.65,116.95,-7.96,124.38,4.9,231.8,-3.83,16.17,-6.67,9.81
2169,2169-06-25,149,T,54.0,59.23,168.57,2.3,140.0,40.49,-109.55,37.17,-102.48,4.1,138.2,33.67,99.90,31.05,94.56
2171,2171-10-29,136,T,56.0,17.58,169.06,3.5,154.6,6.37,-150.96,7.89,-142.14,4.3,133.0,54.84,113.92,54.84,113.92
2175,2175-02-21,133,T,63.1,-34.20,122.94,3.2,86.4,-3.25,163.31,-0.66,172.46,2.6,71.9,-53.86,37.41,-53.05,32.22
2176,2176-08-04,148,T,70.5,-1.31,-170.53,2.2,91.0,-35.86,-123.67,-38.92,-115.51,4.7,103.5,5.81,142.97,3.92,135.53
2178,2178-06-16,130,T,42.1,70.95,-175.28,3.1,96.1,44.43,-99.33,41.50,-93.60,3.3,91.4,50.05,86.81,47.78,82.29
2179,2179-11-28,145,T,85.1,-16.50,-104.62,4.3,66.1,-3.47,-52.06,-0.75,-45.35,3.4,69.4,4.20,-155.13,7.31,-162.39
2180,2180-11-17,155,T,40.3,30.08,26.47,2.6,148.4,35.24,66.03,37.84,73.47,4.5,140.2,49.71,-18.06,50.74,-20.46
2183,2183-03-23,142,T,79.3,-8.92,-145.18,5.5,144.9,6.91,-96.75,7.15,-89.17,4.2,142.9,-27.79,160.59,-28.36,152.30
2184,2184-03-12,152,T,28.5,-59.41,-0.21,2.7,120.9,-44.98,36.76,-43.95,45.03,,,,,,
2185,2185-07-26,129,Ts,1.5,-67.87,-178.46,,,,,,,0.4,146.1,-67.80,179.31,-68.37,177.25
2186,2186-07-16,139,T,76.2,7.43,-46.48,2.0,232.0,-12.88,2.46,-16.46,10.90,4.2,234.3,-4.54,-96.38,-7.26,-103.17
2187,2187-07-06,149,T,59.0,53.62,63.83,4.0,137.3,32.16,133.74,29.57,139.40,3.8,133.9,33.10,-7.52,30.45,-13.38
2189,2189-11-08,136,T,54.2,16.53,41.59,4.7,142.0,9.93,81.88,11.63,88.83,3.6,126.0,51.29,-7.37,52.70,-10.95
2193,2193-03-03,133,T,61.9,-30.88,-4.42,1.4,90.8,-2.23,34.55,0.09,46.07,5.2,73.6,-56.69,-86.85,-56.69,-86.85
2194,2194-08-16,148,T,74.8,-0.24,79.57,4.7,93.9,-35.94,128.64,-37.49,133.49,3.6,106.7,11.96,31.33,10.34,22.76
2195,2195-08-05,158,Ts,9.2,-56.08,166.45,,,,,,,1.6,232.0,-53.22,156.74,-54.12,149.80
2196,2196-06-26,130,T,35.1,76.31,96.98,2.6,87.0,46.45,157.20,43.48,162.70,2.8,80.8,58.46,-37.63,56.91,-40.42
2197,2197-12-09,145,T,85.7,-18.54,126.03,5.6,67.7,-0.41,177.17,2.27,-176.91,3.9,70.4,-0.82,74.12,2.26,67.26
2198,2198-11-28,155,T,41.6,26.89,-106.01,2.7,137.4,36.84,-65.36,39.44,-59.16,1.6,132.6,44.14,-148.95,46.89,-155.00
2200,2200-04-14,132,T,54.0,43.79,-68.34,2.9,15.0,52.67,12.84,51.66,19.98,4.9,24.6,22.35,-115.13,20.70,-122.08
2201,2201-04-04,142,T,81.4,-2.68,90.17,2.2,160.9,9.38,139.63,8.72,150.76,2.9,156.8,-24.13,37.97,-25.41,28.95
2202,2202-03-24,152,T,31.6,-52.93,-131.91,1.8,132.0,-40.89,-94.87,-40.50,-84.63,,,,,,
2204,2204-07-27,139,T,71.8,0.97,-160.10,0.4,231.2,-21.05,-111.84,-25.00,-101.50,5.5,235.8,-5.63,151.37,-7.71,145.29
2205,2205-07-17,149,T,63.9,47.15,-42.96,4.1,133.8,24.33,17.63,21.43,24.33,3.9,127.7,32.54,-114.22,30.08,-120.28
2207,2207-11-20,136,T,52.8,15.79,-87.78,5.0,130.6,13.61,-47.86,15.69,-41.21,4.6,115.9,47.70,-133.87,48.95,-136.55
2211,2211-03-15,133,T,60.3,-27.84,-130.59,4.4,94.1,-1.97,-91.69,-0.83,-83.38,3.5,78.6,-58.79,154.77,-58.84,149.54
2212,2212-08-27,148,T,78.8,-0.09,-31.70,4.9,96.4,-35.33,18.88,-36.54,23.75,5.0,109.8,17.30,-80.34,16.45,-88.34
2213,2213-08-17,158,T,23.3,-46.01,60.31,,,,,,,2.9,231.2,-38.66,37.56,-39.66,29.49
2214,2214-07-08,130,T,26.4,78.07,28.25,1.6,77.4,50.64,55.02,46.95,61.51,,,,,,
2215,2215-12-21,145,T,86.1,-19.52,-4.10,4.8,69.4,3.51,45.93,6.56,52.26,2.3,74.1,-5.96,-56.97,-1.91,-66.05
2216,2216-12-10,155,T,42.4,24.76,120.24,3.8,127.7,39.47,161.49,41.41,165.57,2.3,128.7,38.37,79.81,41.45,73.26
2218,2218-04-25,132,T,50.5,51.10,174.33,3.2,35.0,53.92,-96.85,52.48,-90.29,4.6,44.3,28.20,124.73,26.02,117.63
2219,2219-04-15,142,T,83.8,3.66,-32.84,2.3,172.6,11.24,19.20,9.83,29.17,5.4,172.7,-19.21,-82.60,-20.79,-89.50
2220,2220-04-04,152,T,35.0,-46.24,98.97,4.2,142.1,-36.92,136.92,-37.17,144.10,3.2,124.7,-70.26,29.78,-70.26,29.78
2222,2222-08-08,139,T,67.4,-5.98,84.93,4.6,226.5,-29.11,133.94,-31.20,140.00,3.9,234.2,-7.40,38.02,-9.62,29.95
2223,2223-07-28,149,T,68.5,40.18,-151.70,1.8,127.1,16.52,-97.20,12.88,-87.83,4.7,120.2,31.86,139.21,29.86,133.39
2225,2225-12-01,136,T,51.7,15.44,141.37,1.9,117.3,17.85,-178.11,21.21,-169.31,3.1,103.2,44.70,95.35,46.29,92.11
2227,2227-05-16,151,T,47.1,57.68,30.77,3.3,4.8,59.06,152.82,59.06,152.82,4.6,17.1,26.44,-11.16,23.55,-17.41
2229,2229-03-26,133,T,58.2,-25.45,105.52,5.0,98.9,-3.12,143.95,-2.65,151.83,0.5,80.7,-60.17,35.56,-60.79,26.32
2230,2230-09-07,148,T,82.5,-0.70,-144.50,2.1,98.5,-34.13,-92.88,-35.56,-83.99,4.5,107.7,21.53,165.31,21.25,157.80
2231,2231-08-28,158,T,31.4,-41.44,-52.18,,,,,,,3.4,221.7,-29.97,-79.70,-30.49,-88.04
2232,2232-07-18,130,T,13.0,72.44,-33.43,1.8,63.8,58.52,-37.66,55.69,-33.85,,,,,,
2233,2233-12-31,145,T,86.4,-19.49,-134.74,3.3,72.4,7.82,-85.85,11.33,-78.59,5.3,77.3,-10.43,170.51,-7.80,164.29
2234,2234-12-21,155,T,42.9,23.47,-14.12,3.6,116.7,43.32,28.62,44.63,31.15,3.6,122.5,33.60,-53.66,36.05,-59.00
2236,2236-05-06,132,T,46.5,58.73,58.94,3.4,50.8,54.03,157.72,52.97,161.18,3.9,61.6,34.91,4.74,32.13,-2.79
2237,2237-04-25,142,T,86.6,10.08,-153.68,5.0,183.6,12.61,-99.53,11.14,-92.65,4.0,183.2,-13.65,156.73,-15.82,149.28
2238,2238-04-15,152,T,38.7,-39.33,-27.31,1.3,151.9,-33.18,11.28,-34.62,22.14,3.3,131.9,-63.85,-88.15,-63.85,-88.15
2240,2240-08-18,139,T,63.0,-13.33,-31.28,5.0,215.5,-37.16,20.72,-38.48,25.38,3.7,226.0,-10.10,-77.12,-11.75,-85.31
2241,2241-08-08,149,T,72.8,32.87,97.98,4.4,117.4,9.10,148.34,6.46,155.93,1.8,109.9,30.74,32.27,28.07,22.68
2243,2243-12-12,136,T,51.0,15.50,9.02,4.7,105.6,22.13,49.68,24.60,55.53,4.1,93.7,40.71,-35.94,41.99,-38.45
2245,2245-05-26,151,T,52.2,56.66,-71.40,4.0,25.7,52.04,32.65,50.82,35.65,4.3,36.0,25.25,-119.68,21.97,-126.38
2247,2247-04-06,133,T,55.6,-23.76,-16.85,4.5,103.1,-5.40,21.36,-5.60,29.39,4.4,83.2,-60.82,-81.26,-60.82,-81.26
2248,2248-09-18,148,T,85.8,-1.97,100.62,4.9,100.0,-32.43,152.81,-33.11,159.42,3.4,106.3,24.67,50.48,24.98,41.88
2249,2249-09-07,158,T,37.5,-39.39,-167.44,,,,,,,3.6,209.5,-23.76,162.26,-23.69,153.65
2252,2252-01-12,145,T,86.6,-18.49,94.05,5.4,77.0,12.32,142.04,14.69,147.04,4.5,82.2,-14.60,37.81,-11.98,30.96
2252,2252-12-31,155,T,43.3,23.06,-149.09,3.9,111.5,46.77,-106.80,48.11,-104.32,3.6,119.3,29.07,172.76,31.77,166.42
2254,2254-05-17,132,T,41.7,66.68,-54.06,3.4,66.7,54.55,51.34,53.35,54.43,2.0,74.8,41.83,-116.92,38.52,-124.89
2255,2255-05-07,142,T,89.7,16.38,87.22,0.5,194.8,13.59,142.65,10.29,153.99,4.4,193.6,-7.25,37.33,-9.69,30.40
