date,type,duration_hms,duration_seconds,latitude,longitude,latitude_numeric,longitude_numeric,saros_cycle,gamma,magnitude,path_width_km
2770-03-19,Annular,00:02:48,168,55.6N,55.5W,55.59581000,-55.49994000,171,.94224000,.96240000,401.40000000
2770-09-11,Total,00:03:00,180,45.8S,115.7W,-45.80689000,-115.71930000,176,-.85828000,1.04225000,269.10000000
2771-02-06,Partial,,,62.3S,3.5W,-62.28043000,-3.48895000,143,-1.34285000,.38023000,.00000000
2771-08-03,Total,00:03:05,185,69.6N,129.5W,69.64315000,-129.48120000,148,.95903000,1.05898000,703.60000000
2772-01-26,Annular,00:05:26,326,55.2S,105.7W,-55.18718000,-105.72028000,153,-.64259000,.93781000,299.90000000
2772-07-22,Total,00:02:27,147,32.4N,76.7W,32.44006000,-76.74561000,158,.22589000,1.02716000,94.50000000
2773-01-15,Annular,00:00:35,35,16.8S,130.4E,-16.78177000,130.42224000,163,.08009000,.99447000,19.40000000
2773-07-12,Annular,00:03:35,215,12.0S,146.0E,-11.98468000,146.04132000,168,-.56868000,.97070000,126.90000000
2774-01-04,Total,00:03:07,187,25.4N,76.9W,25.44544000,-76.86914000,173,.75211000,1.03424000,174.30000000
2774-06-01,Partial,,,67.8N,179.3W,67.84993000,-179.34180000,140,1.51959000,.07383000,.00000000
2774-07-01,Partial,,,65.1S,103.6E,-65.13941000,103.55023000,178,-1.34900000,.36568000,.00000000
2774-11-25,Partial,,,68.6S,47.4E,-68.61135000,47.35065000,145,-1.27846000,.48460000,.00000000
2774-12-25,Partial,,,65.8N,38.4E,65.79490000,38.43665000,183,1.40504000,.24688000,.00000000
2775-05-21,Annular,00:01:31,91,66.7N,71.6W,66.68721000,-71.57428000,150,.72916000,.98043000,102.10000000
2775-11-15,Annular,00:02:07,127,56.1S,35.8E,-56.10892000,35.75348000,155,-.61951000,.97497000,114.10000000
2776-05-10,Total,00:03:50,230,14.9N,140.5E,14.90759000,140.46252000,160,-.05074000,1.03864000,129.80000000
2776-11-03,Annular,00:08:25,505,9.9S,11.8W,-9.88026000,-11.76031000,165,.09562000,.93689000,235.80000000
2777-04-29,Total,00:05:00,300,34.1S,84.2W,-34.06034000,-84.23560000,170,-.76318000,1.06066000,307.10000000
2777-10-23,Annular,00:07:45,465,40.9N,7.9E,40.91172000,7.88702000,175,.81019000,.92936000,447.70000000
2778-03-21,Partial,,,72.3N,87.0E,72.25005000,87.04449000,142,1.19079000,.64460000,.00000000
2778-04-19,Partial,,,71.2S,74.0E,-71.16621000,73.98383000,180,-1.47702000,.11003000,.00000000
2778-09-13,Partial,,,72.0S,51.8E,-72.02808000,51.80487000,147,-1.25411000,.52905000,.00000000
2778-10-12,Partial,,,71.8N,14.2E,71.81861000,14.22272000,185,1.49017000,.11272000,.00000000
2779-03-10,Annular,00:05:10,310,25.7N,41.3E,25.71971000,41.29639000,152,.51929000,.95370000,196.40000000
2779-09-02,Total,00:05:31,331,19.2S,83.8W,-19.15449000,-83.79150000,157,-.46763000,1.06218000,229.70000000
2780-02-27,Annular,00:10:03,603,18.6S,35.1E,-18.63469000,35.11536000,162,-.18014000,.92214000,298.90000000
2780-08-22,Total,00:06:16,376,26.5N,34.2E,26.48415000,34.22516000,167,.26723000,1.07467000,251.00000000
2781-02-15,Annular,00:05:57,357,68.1S,74.0E,-68.05353000,74.02795000,172,-.85948000,.92648000,542.90000000
2781-08-12,Partial,,,70.6N,64.8W,70.57070000,-64.75427000,177,1.03726000,.93526000,.00000000
2782-01-06,Partial,,,67.5N,159.9E,67.50429000,159.92822000,144,1.31264000,.42282000,.00000000
2782-02-04,Partial,,,70.2S,109.9E,-70.24269000,109.89899000,182,-1.49443000,.10344000,.00000000
2782-07-02,Annular,00:05:06,306,40.2S,154.2W,-40.18295000,-154.15070000,149,-.88858000,.95345000,373.30000000
2782-12-26,Total,00:04:10,250,14.1N,52.4W,14.14082000,-52.39600000,154,.60705000,1.04354000,182.90000000
2783-06-22,Annular,00:07:04,424,15.7N,167.4W,15.72623000,-167.39600000,159,-.13470000,.94766000,194.20000000
2783-12-16,Total,00:03:18,198,27.0S,68.3E,-26.97310000,68.34546000,164,-.06400000,1.03616000,121.90000000
2784-06-10,Annular,00:02:07,127,60.9N,141.7E,60.85021000,141.70038000,169,.62446000,.97437000,117.60000000
2784-12-04,Annular,00:01:19,79,71.2S,149.1W,-71.15159000,-149.09802000,174,-.78961000,.98101000,110.30000000
2785-05-01,Partial,,,62.3S,151.0W,-62.34696000,-151.04419000,141,-1.27643000,.48865000,.00000000
2785-05-30,Partial,,,64.2N,131.5W,64.23660000,-131.47546000,179,1.33463000,.38062000,.00000000
2785-10-25,Partial,,,61.8N,126.8E,61.76576000,126.80273000,146,1.41584000,.25553000,.00000000
2785-11-24,Partial,,,63.6S,24.0E,-63.64400000,23.98480000,184,-1.54972000,.02708000,.00000000
2786-04-20,Total,00:05:05,305,18.9S,79.1W,-18.90272000,-79.14240000,151,-.55649000,1.06172000,240.50000000
2786-10-14,Annular,00:06:11,371,30.8N,84.0E,30.77715000,83.95074000,156,.69612000,.94097000,295.70000000
2787-04-10,Total,00:02:43,163,15.7N,28.7E,15.72384000,28.74103000,161,.15252000,1.03104000,106.00000000
2787-10-03,Annular,00:00:29,29,7.5S,14.0W,-7.50769000,-14.00354000,166,-.06853000,.99500000,17.50000000
2788-03-29,Annular,00:02:43,163,56.3N,173.5W,56.26793000,-173.51215000,171,.91591000,.96328000,325.70000000
2788-09-22,Total,00:03:08,188,44.4S,131.7E,-44.41254000,131.65747000,176,-.79708000,1.04390000,237.50000000
2789-02-17,Partial,,,61.7S,131.1W,-61.73399000,-131.11957000,143,-1.35573000,.35875000,.00000000
2789-08-13,Partial,,,62.1N,146.1E,62.12201000,146.05066000,148,1.03251000,.95798000,.00000000
2789-09-11,Partial,,,61.4S,165.2W,-61.35393000,-165.23871000,186,-1.48457000,.08621000,.00000000
2790-02-06,Annular,00:05:12,312,51.5S,133.7E,-51.53399000,133.72076000,153,-.64947000,.94066000,286.30000000
2790-08-03,Total,00:02:00,120,33.9N,179.4E,33.86109000,179.40363000,158,.30438000,1.02280000,81.40000000
2791-01-26,Annular,00:00:15,15,14.8S,2.3E,-14.76283000,2.30206000,163,.07506000,.99749000,8.80000000
2791-07-23,Annular,00:03:46,226,8.0S,45.6E,-7.97092000,45.61621000,168,-.48692000,.96889000,126.90000000
2792-01-16,Total,00:03:09,189,25.6N,148.8E,25.62571000,148.75140000,173,.74542000,1.03530000,176.70000000
2792-07-11,Partial,,,64.2S,2.8W,-64.22114000,-2.75055000,178,-1.26503000,.50917000,.00000000
2792-12-06,Partial,,,67.6S,91.0W,-67.55698000,-91.04797000,145,-1.29730000,.44998000,.00000000
2793-01-04,Partial,,,64.8N,103.1W,64.80875000,-103.10583000,183,1.40010000,.25676000,.00000000
2793-05-31,Annular,00:01:06,66,74.7N,173.3W,74.69894000,-173.33472000,150,.79327000,.98461000,90.20000000
2793-11-25,Annular,00:02:32,152,60.9S,80.9W,-60.88963000,-80.93604000,155,-.64473000,.96927000,145.10000000
2794-05-21,Total,00:04:16,256,20.7N,25.6E,20.73540000,25.62775000,160,.00705000,1.04412000,147.20000000
2794-11-14,Annular,00:09:02,542,14.8S,125.4W,-14.84846000,-125.38934000,165,.06204000,.93293000,251.00000000
2795-05-11,Total,00:05:37,337,27.2S,153.0E,-27.23008000,153.00671000,170,-.71259000,1.06488000,301.80000000
2795-11-03,Annular,00:08:26,506,34.2N,107.5W,34.18345000,-107.49719000,175,.76832000,.92854000,416.00000000
2796-03-31,Partial,,,72.1N,49.7W,72.11177000,-49.70428000,142,1.22164000,.58829000,.00000000
2796-04-29,Partial,,,70.5S,58.4W,-70.48409000,-58.38409000,180,-1.43772000,.18394000,.00000000
2796-09-23,Partial,,,72.1S,74.0W,-72.10674000,-73.95532000,147,-1.30782000,.43103000,.00000000
2796-10-22,Partial,,,71.3N,113.1W,71.28485000,-113.11584000,185,1.44258000,.19647000,.00000000
2797-03-20,Annular,00:05:00,300,31.6N,79.2W,31.61332000,-79.19818000,152,.54544000,.95335000,201.80000000
2797-09-13,Total,00:05:11,311,26.9S,158.4E,-26.89853000,158.35602000,157,-.52862000,1.06112000,235.10000000
2798-03-09,Annular,00:09:57,597,13.1S,81.7W,-13.10390000,-81.71356000,162,-.15800000,.92384000,290.60000000
2798-09-02,Total,00:06:14,374,18.8N,81.4W,18.75056000,-81.42010000,167,.20085000,1.07191000,238.40000000
2799-02-26,Annular,00:05:54,354,62.3S,49.8W,-62.25657000,-49.82990000,172,-.84317000,.93038000,484.30000000
2799-08-23,Total,00:01:11,71,75.2N,127.2E,75.24265000,127.23688000,177,.96975000,1.02041000,299.60000000
2800-01-17,Partial,,,68.6N,18.7E,68.55634000,18.73889000,144,1.31406000,.41996000,.00000000
2800-02-15,Partial,,,71.1S,29.5W,-71.05557000,-29.46069000,182,-1.48232000,.12324000,.00000000
2800-07-13,Annular,00:04:52,292,56.1S,101.0E,-56.12344000,100.97131000,149,-.97474000,.94827000,892.50000000
2801-01-06,Total,00:04:07,247,15.5N,173.7E,15.46094000,173.69501000,154,.61270000,1.04317000,182.50000000
2801-07-02,Annular,00:07:03,423,10.2N,95.8E,10.16777000,95.83606000,159,-.22103000,.94919000,191.20000000
2801-12-26,Total,00:03:04,184,26.6S,60.4W,-26.57631000,-60.37762000,164,-.05547000,1.03284000,111.00000000
2802-06-21,Annular,00:01:46,106,56.5N,46.9E,56.45644000,46.88043000,169,.54606000,.97976000,86.10000000
2802-12-16,Annular,00:01:39,99,73.1S,97.6E,-73.12852000,97.63196000,174,-.77851000,.97655000,134.10000000
2803-05-12,Partial,,,63.0S,82.7E,-62.99404000,82.74701000,141,-1.32437000,.39756000,.00000000
2803-06-10,Partial,,,65.1N,108.1E,65.14299000,108.12494000,179,1.26541000,.50911000,.00000000
2803-11-05,Partial,,,62.3N,7.6E,62.31942000,7.58014000,146,1.45718000,.18710000,.00000000
2803-12-05,Partial,,,64.5S,103.0W,-64.52017000,-103.04712000,184,-1.53121000,.06023000,.00000000
2804-05-01,Total,00:05:21,321,19.0S,159.6E,-18.96872000,159.60449000,151,-.60182000,1.06359000,257.40000000
2804-10-24,Annular,00:06:30,390,31.2N,26.0W,31.19904000,-25.96344000,156,.74328000,.93925000,327.10000000
2805-04-20,Total,00:02:46,166,17.7N,90.7W,17.72878000,-90.65314000,161,.11294000,1.03131000,106.40000000
2805-10-13,Annular,00:00:27,27,9.1S,127.2W,-9.10659000,-127.19147000,166,-.01805000,.99542000,16.00000000
2806-04-10,Annular,00:02:39,159,57.3N,72.8E,57.31859000,72.77911000,171,.88148000,.96434000,268.60000000
2806-10-03,Total,00:03:10,190,44.5S,16.3E,-44.54671000,16.31854000,176,-.74256000,1.04470000,218.60000000
2807-02-28,Partial,,,61.4S,102.9E,-61.35029000,102.94409000,143,-1.37362000,.32876000,.00000000
2807-08-24,Partial,,,61.7N,24.5E,61.66382000,24.53729000,148,1.10225000,.82275000,.00000000
2807-09-23,Partial,,,61.3S,69.2E,-61.26406000,69.16187000,186,-1.42960000,.19331000,.00000000
2808-02-17,Annular,00:04:56,296,47.8S,12.9E,-47.83212000,12.92975000,153,-.66007000,.94406000,271.00000000
2808-08-13,Total,00:01:32,92,34.5N,75.3E,34.51539000,75.25391000,158,.38099000,1.01784000,65.70000000
2809-02-05,Hybrid,00:00:06,6,12.1S,125.8W,-12.12355000,-125.80322000,163,.06842000,1.00109000,3.80000000
2809-08-02,Annular,00:03:58,238,4.9S,53.6W,-4.91637000,-53.55286000,168,-.40324000,.96651000,130.80000000
2810-01-26,Total,00:03:11,191,26.5N,14.1E,26.54614000,14.05298000,173,.73978000,1.03687000,181.70000000
2810-07-22,Partial,,,63.4S,108.1W,-63.38419000,-108.10815000,178,-1.17805000,.65790000,.00000000
2810-12-17,Partial,,,66.5S,129.7E,-66.48677000,129.66364000,145,-1.31113000,.42484000,.00000000
2811-01-16,Partial,,,63.9N,115.2E,63.90205000,115.23608000,183,1.39709000,.26286000,.00000000
2811-06-12,Annular,00:00:47,47,82.8N,102.4E,82.79800000,102.43359000,150,.86232000,.98803000,84.50000000
2811-12-07,Annular,00:02:55,175,64.3S,163.6E,-64.33098000,163.57855000,155,-.66411000,.96404000,174.70000000
2812-05-31,Total,00:04:36,276,26.2N,87.3W,26.16259000,-87.30603000,160,.06939000,1.04926000,164.00000000
2812-11-25,Annular,00:09:33,573,18.9S,120.0E,-18.89074000,119.97150000,165,.03414000,.92924000,265.60000000
2813-05-21,Total,00:06:11,371,20.7S,32.4E,-20.72256000,32.43646000,170,-.65710000,1.06879000,297.20000000
2813-11-14,Annular,00:09:04,544,28.6N,136.0E,28.58703000,136.00549000,175,.73306000,.92765000,398.10000000
2814-04-11,Partial,,,71.7N,176.0E,71.72346000,175.97620000,142,1.25886000,.52042000,.00000000
2814-05-11,Partial,,,69.7S,171.9E,-69.66205000,171.92035000,180,-1.39229000,.26957000,.00000000
2814-10-04,Partial,,,71.9S,158.2E,-71.94640000,158.22937000,147,-1.35543000,.34403000,.00000000
2814-11-03,Partial,,,70.6N,117.6E,70.55232000,117.61517000,185,1.40206000,.26780000,.00000000
2815-04-01,Annular,00:04:48,288,38.0N,162.2E,38.00720000,162.24249000,152,.57743000,.95316000,208.30000000
2815-09-24,Total,00:04:48,288,34.6S,38.7E,-34.61261000,38.73108000,157,-.58440000,1.05963000,240.20000000
2816-03-20,Annular,00:09:48,588,7.2S,162.7E,-7.21750000,162.68964000,162,-.13075000,.92587000,281.20000000
2816-09-13,Total,00:06:06,366,11.1N,161.5E,11.14979000,161.45044000,167,.13902000,1.06863000,225.80000000
2817-03-09,Annular,00:05:49,349,56.2S,172.9W,-56.16964000,-172.85962000,172,-.82235000,.93479000,424.70000000
2817-09-02,Total,00:01:14,74,66.5N,23.1W,66.52734000,-23.14709000,177,.90474000,1.01861000,150.30000000
2818-01-27,Partial,,,69.6N,123.1W,69.55443000,-123.14471000,144,1.31567000,.41672000,.00000000
2818-02-26,Partial,,,71.7S,168.5W,-71.68045000,-168.46857000,182,-1.46674000,.14922000,.00000000
2818-07-24,Partial,,,69.2S,11.7W,-69.16357000,-11.73907000,149,-1.06082000,.86152000,.00000000
2819-01-17,Total,00:04:04,244,17.4N,39.6E,17.43592000,39.59076000,154,.61798000,1.04334000,183.90000000
2819-07-13,Annular,00:06:58,418,3.8N,1.7W,3.75546000,-1.69037000,159,-.30750000,.95019000,191.90000000
2820-01-07,Total,00:02:51,171,25.4S,170.2E,-25.36178000,170.24298000,164,-.04946000,1.03004000,101.80000000
2820-07-01,Annular,00:01:24,84,50.8N,50.3W,50.84642000,-50.27887000,169,.46519000,.98467000,61.40000000
2820-12-26,Annular,00:01:59,119,73.7S,13.7W,-73.72667000,-13.68250000,174,-.77091000,.97251000,155.70000000
2821-05-22,Partial,,,63.8S,42.0W,-63.75145000,-42.02911000,141,-1.37794000,.29488000,.00000000
2821-06-21,Partial,,,66.1N,11.6W,66.11225000,-11.61774000,179,1.19220000,.64631000,.00000000
2821-11-15,Partial,,,63.0N,114.0W,63.01305000,-114.00659000,146,1.49116000,.13138000,.00000000
2821-12-15,Partial,,,65.5S,128.0E,-65.49357000,128.04260000,184,-1.51770000,.08448000,.00000000
2822-05-12,Total,00:05:34,334,20.4S,40.6E,-20.41704000,40.58636000,151,-.65493000,1.06496000,277.90000000
2822-11-04,Annular,00:06:49,409,31.9N,139.4W,31.85334000,-139.39923000,156,.78168000,.93763000,361.90000000
2823-05-02,Total,00:02:51,171,18.9N,152.6E,18.91440000,152.61499000,161,.06618000,1.03139000,106.30000000
2823-10-25,Annular,00:00:26,26,10.8S,117.2E,-10.79087000,117.23004000,166,.02523000,.99571000,15.00000000
2824-04-20,Annular,00:02:35,155,58.7N,37.5W,58.69326000,-37.50787000,171,.84098000,.96542000,227.80000000
2824-10-13,Total,00:03:10,190,45.7S,101.0W,-45.67002000,-100.96332000,176,-.69417000,1.04488000,205.00000000
2825-03-10,Partial,,,61.1S,21.8W,-61.13472000,-21.84814000,143,-1.39482000,.29299000,.00000000
2825-09-04,Partial,,,61.3N,97.3W,61.34841000,-97.32263000,148,1.17001000,.69204000,.00000000
2825-10-03,Partial,,,61.3S,57.7W,-61.32936000,-57.71570000,186,-1.37892000,.29165000,.00000000
2826-02-27,Annular,00:04:38,278,44.2S,108.3W,-44.20131000,-108.25519000,153,-.67294000,.94800000,253.70000000
2826-08-24,Hybrid,00:01:03,63,34.6N,29.4W,34.63759000,-29.43707000,158,.45571000,1.01230000,47.20000000
2827-02-17,Hybrid,00:00:30,30,9.0S,106.3E,-9.03295000,106.34943000,163,.05939000,1.00517000,18.00000000
2827-08-13,Annular,00:04:12,252,3.0S,152.9W,-2.96127000,-152.92242000,168,-.32185000,.96366000,137.90000000
2828-02-06,Total,00:03:15,195,28.0N,120.3W,27.98191000,-120.25879000,173,.73272000,1.03883000,188.10000000
2828-08-01,Partial,,,62.6S,146.4E,-62.64688000,146.44128000,178,-1.09168000,.80552000,.00000000
2828-12-28,Partial,,,65.4S,9.7W,-65.44227000,-9.74261000,145,-1.32280000,.40383000,.00000000
2829-01-26,Partial,,,63.1N,26.0W,63.10194000,-25.96637000,183,1.39386000,.26925000,.00000000
2829-06-22,Annular,00:00:35,35,83.4N,97.9E,83.42187000,97.86176000,150,.93347000,.99036000,97.00000000
2829-12-17,Annular,00:03:15,195,66.1S,49.5E,-66.13981000,49.48468000,155,-.67928000,.95937000,202.00000000
2830-06-12,Total,00:04:50,290,31.1N,161.8E,31.09480000,161.76086000,160,.13648000,1.05379000,179.60000000
2830-12-06,Annular,00:09:57,597,21.8S,4.1E,-21.84159000,4.14099000,165,.01236000,.92607000,278.30000000
2831-06-01,Total,00:06:39,399,14.6S,86.0W,-14.60887000,-85.95422000,170,-.59640000,1.07202000,291.50000000
2831-11-25,Annular,00:09:32,572,24.1N,18.1E,24.08541000,18.10718000,175,.70403000,.92703000,385.90000000
2832-04-22,Partial,,,71.1N,44.5E,71.11912000,44.47559000,142,1.30312000,.43970000,.00000000
2832-05-21,Partial,,,68.7S,44.7E,-68.74277000,44.68469000,180,-1.34111000,.36616000,.00000000
2832-10-15,Partial,,,71.6S,28.3E,-71.55597000,28.25159000,147,-1.39620000,.26954000,.00000000
2832-11-13,Partial,,,69.7N,13.5W,69.66296000,-13.50739000,185,1.36837000,.32712000,.00000000
2833-04-11,Annular,00:04:34,274,45.0N,46.3E,44.99031000,46.30017000,152,.61768000,.95307000,217.00000000
2833-10-04,Total,00:04:23,263,42.2S,82.6W,-42.20522000,-82.60706000,157,-.63469000,1.05757000,244.20000000
2834-03-31,Annular,00:09:32,572,1.0S,49.1E,-.97091000,49.09216000,162,-.09593000,.92836000,270.00000000
2834-09-24,Total,00:05:51,351,3.8N,42.9E,3.77820000,42.87439000,167,.08232000,1.06469000,212.30000000
2835-03-20,Annular,00:05:41,341,49.7S,65.6E,-49.74103000,65.60962000,172,-.79551000,.93982000,364.80000000
2835-09-14,Total,00:01:07,67,56.9N,147.8W,56.92885000,-147.79803000,177,.84408000,1.01505000,96.00000000
2836-02-08,Partial,,,70.5N,94.2E,70.45026000,94.24060000,144,1.31753000,.41298000,.00000000
2836-03-08,Partial,,,72.1S,52.8E,-72.07682000,52.83612000,182,-1.44799000,.18102000,.00000000
2836-08-03,Partial,,,70.1S,121.4W,-70.08582000,-121.36084000,149,-1.14731000,.71163000,.00000000
2837-01-27,Total,00:04:02,242,20.0N,95.0W,19.97787000,-94.98462000,154,.62234000,1.04385000,186.50000000
2837-07-23,Annular,00:06:47,407,3.5S,99.8W,-3.48933000,-99.82501000,159,-.39487000,.95083000,195.90000000
2838-01-17,Total,00:02:39,159,23.3S,40.1E,-23.32804000,40.12573000,164,-.04499000,1.02768000,94.00000000
2838-07-12,Annular,00:01:03,63,44.3N,149.7W,44.32596000,-149.68823000,169,.38278000,.98905000,41.80000000
2839-01-06,Annular,00:02:17,137,72.6S,126.1W,-72.63363000,-126.06921000,174,-.76605000,.96896000,174.90000000
2839-06-03,Partial,,,64.6S,166.2W,-64.60002000,-166.20801000,141,-1.43499000,.18474000,.00000000
2839-07-02,Partial,,,67.1N,131.8W,67.12083000,-131.76080000,179,1.11773000,.78698000,.00000000
2839-11-27,Partial,,,63.8N,122.6E,63.83216000,122.59003000,146,1.51981000,.08470000,.00000000
2839-12-27,Partial,,,66.5S,1.9W,-66.53381000,-1.94611000,184,-1.50656000,.10437000,.00000000
2840-05-22,Total,00:05:41,341,23.1S,77.7W,-23.14990000,-77.66046000,151,-.71183000,1.06568000,302.90000000
2840-11-15,Annular,00:07:05,425,32.9N,104.4E,32.86730000,104.37860000,156,.81350000,.93634000,399.00000000
2841-05-12,Total,00:02:55,175,19.1N,38.2E,19.13505000,38.22083000,161,.01291000,1.03117000,105.30000000
2841-11-04,Annular,00:00:25,25,12.4S,0.7W,-12.39082000,-.72864000,166,.06146000,.99593000,14.30000000
2842-05-01,Annular,00:02:33,153,59.9N,143.2W,59.92562000,-143.22351000,171,.79259000,.96643000,196.70000000
2842-10-25,Total,00:03:09,189,47.5S,139.8E,-47.47302000,139.75146000,176,-.65270000,1.04467000,194.60000000
2843-03-22,Partial,,,61.1S,144.3W,-61.09082000,-144.31964000,143,-1.42356000,.24431000,.00000000
2843-04-20,Partial,,,61.8N,108.5E,61.79774000,108.47266000,181,1.55481000,.02062000,.00000000
2843-09-15,Partial,,,61.2N,139.4E,61.18113000,139.37048000,148,1.23246000,.57236000,.00000000
2843-10-14,Partial,,,61.6S,173.3E,-61.55287000,173.32397000,186,-1.33504000,.37635000,.00000000
2844-03-10,Annular,00:04:18,258,41.0S,131.5E,-41.03391000,131.51691000,153,-.69134000,.95233000,236.00000000
2844-09-03,Hybrid,00:00:32,32,34.5N,135.0W,34.46211000,-134.99280000,158,.52784000,1.00629000,25.30000000
2845-02-27,Hybrid,00:00:55,55,5.7S,20.8W,-5.69883000,-20.79163000,163,.04673000,1.00976000,33.70000000
2845-08-24,Annular,00:04:30,270,1.8S,107.9E,-1.84784000,107.85889000,168,-.24115000,.96033000,147.70000000
2846-02-17,Total,00:03:20,200,29.8N,106.3E,29.83187000,106.34198000,173,.72328000,1.04135000,196.50000000
2846-08-13,Annular,,,62.0S,40.8E,-62.02663000,40.83160000,178,-1.00573000,.95219000,.00000000
2847-01-08,Partial,,,64.5S,149.6W,-64.45647000,-149.60022000,145,-1.33138000,.38855000,.00000000
2847-02-06,Partial,,,62.4N,166.7W,62.42907000,-166.70935000,183,1.39038000,.27599000,.00000000
2847-07-03,Partial,,,64.9N,33.4E,64.91087000,33.41992000,150,1.00662000,.97752000,.00000000
2847-12-28,Annular,00:03:34,214,66.1S,64.7W,-66.13345000,-64.69238000,155,-.69108000,.95525000,226.70000000
2848-06-22,Total,00:04:57,297,35.3N,52.3E,35.31103000,52.29376000,160,.20616000,1.05777000,194.60000000
2848-12-16,Annular,00:10:13,613,23.7S,112.7W,-23.65176000,-112.68005000,165,-.00455000,.92334000,289.40000000
2849-06-12,Total,00:07:00,420,9.0S,157.7E,-9.00976000,157.73999000,170,-.53099000,1.07472000,285.70000000
2849-12-05,Annular,00:09:51,591,20.7N,101.4W,20.71449000,-101.41223000,175,.68137000,.92659000,377.40000000
2850-05-03,Partial,,,70.3N,84.3W,70.34320000,-84.31567000,142,1.35373000,.34748000,.00000000
2850-06-01,Partial,,,67.8S,80.3W,-67.76694000,-80.26941000,180,-1.28463000,.47275000,.00000000
2850-10-26,Partial,,,71.0S,103.5W,-70.95934000,-103.50574000,147,-1.43056000,.20677000,.00000000
2850-11-24,Partial,,,68.7N,146.1W,68.66417000,-146.09845000,185,1.34072000,.37581000,.00000000
2851-04-22,Annular,00:04:20,260,52.4N,67.3W,52.42673000,-67.32776000,152,.66443000,.95285000,230.10000000
2851-10-16,Total,00:04:00,240,49.5S,154.4E,-49.53653000,154.38611000,157,-.67860000,1.05530000,247.80000000
2852-04-10,Annular,00:09:13,553,5.4N,62.8W,5.42309000,-62.77539000,162,-.05552000,.93104000,258.40000000
2852-10-04,Total,00:05:31,331,3.3S,76.9W,-3.30241000,-76.85791000,167,.03046000,1.06040000,198.50000000
2853-03-30,Annular,00:05:29,329,43.1S,54.2W,-43.09828000,-54.24689000,172,-.76308000,.94523000,309.00000000
2853-09-24,Hybrid,00:00:52,52,48.1N,92.4E,48.13945000,92.42499000,177,.78800000,1.01065000,59.20000000
2854-02-18,Partial,,,71.2N,48.0W,71.19102000,-47.99280000,144,1.32324000,.40209000,.00000000
2854-03-20,Partial,,,72.2S,84.3W,-72.21863000,-84.25537000,182,-1.42280000,.22468000,.00000000
2854-08-15,Partial,,,70.9S,127.9E,-70.89416000,127.86523000,149,-1.23097000,.56726000,.00000000
2855-02-08,Total,00:04:00,240,23.2N,131.0E,23.23454000,130.95123000,154,.62880000,1.04483000,191.40000000
2855-08-04,Annular,00:06:32,392,11.3S,160.5E,-11.32818000,160.54041000,159,-.48017000,.95096000,204.10000000
2856-01-28,Total,00:02:30,150,20.4S,89.9W,-20.43710000,-89.93945000,164,-.03950000,1.02581000,87.70000000
2856-07-23,Annular,00:00:43,43,37.2N,108.7E,37.21501000,108.71136000,169,.30086000,.99286000,26.30000000
2857-01-17,Annular,00:02:34,154,70.0S,117.8E,-70.02100000,117.80920000,174,-.76264000,.96598000,190.90000000
2857-06-13,Partial,,,65.5S,70.9E,-65.51495000,70.91168000,141,-1.49734000,.06372000,.00000000
2857-07-12,Partial,,,68.1N,108.3E,68.13612000,108.34180000,179,1.04028000,.93415000,.00000000
2857-12-07,Partial,,,64.8N,3.2W,64.75943000,-3.24097000,146,1.54118000,.05019000,.00000000
2858-01-06,Partial,,,67.6S,133.5W,-67.60871000,-133.50830000,184,-1.49934000,.11733000,.00000000
2858-06-03,Total,00:05:38,338,27.6S,165.7E,-27.58586000,165.72821000,151,-.77502000,1.06557000,337.50000000
2858-11-26,Annular,00:07:17,437,34.1N,14.9W,34.05252000,-14.94592000,156,.83774000,.93540000,434.90000000
2859-05-23,Total,00:02:58,178,18.2N,74.0W,18.24241000,-74.01093000,161,-.04667000,1.03054000,103.40000000
2859-11-15,Annular,00:00:23,23,13.8S,121.1W,-13.79905000,-121.05518000,166,.09011000,.99622000,13.30000000
2860-05-12,Annular,00:02:33,153,60.7N,114.9E,60.65045000,114.92499000,171,.73773000,.96735000,173.30000000
2860-11-04,Total,00:03:07,187,49.6S,19.3E,-49.56010000,19.31958000,176,-.61680000,1.04410000,185.70000000
2861-04-01,Partial,,,61.2S,94.6E,-61.21520000,94.59222000,143,-1.45658000,.18800000,.00000000
2861-05-01,Partial,,,62.3N,6.9W,62.30445000,-6.86719000,181,1.50311000,.10687000,.00000000
2861-09-25,Partial,,,61.2N,15.1E,61.16755000,15.11914000,148,1.29121000,.46071000,.00000000
2861-10-25,Partial,,,61.9S,42.7E,-61.93269000,42.74768000,186,-1.29641000,.45045000,.00000000
2862-03-21,Annular,00:03:55,235,38.5S,12.4E,-38.48230000,12.38269000,153,-.71478000,.95702000,218.00000000
2862-09-15,Annular,00:00:01,1,34.2N,117.9E,34.16774000,117.92346000,158,.59557000,.99989000,.50000000
2863-03-10,Hybrid,00:01:21,81,2.3S,146.9W,-2.29444000,-146.94312000,163,.02991000,1.01470000,50.50000000
2863-09-04,Annular,00:04:50,290,1.6S,7.7E,-1.58120000,7.68945000,168,-.16459000,.95672000,159.40000000
2864-02-28,Total,00:03:26,206,32.0N,25.8W,31.99414000,-25.78217000,173,.71046000,1.04417000,205.20000000
2864-08-23,Annular,00:05:47,347,48.1S,34.4W,-48.08208000,-34.42249000,178,-.92309000,.93777000,586.00000000
